"","Q158","g","F1","F2","F3","F4","F5","h2","u2"
"1","5e9f70a9eec34b1108c84413",34.4200632312414,5.82741850167337,4.61705987456163,8.14704510185745,11.6702346266226,20.0884757103143,48.0521989341575,25.9478010658425
"2","59f226a9d6380600018b2923",40.7400144776201,10.5113902062568,8.70078707333496,14.7980005458757,10.4135194138529,14.8943651493797,57.6656199497709,28.3343800502291
"3","5d338bb02381b7001761694e",36.0427708977975,3.93218074097095,6.44896232948676,17.6751888356588,8.1810066106375,20.528877373865,51.4993188284023,32.5006811715977
"5","55d35447da14d7000e95318f",52.8477464498456,12.8949376789421,15.9605836293883,12.267840770942,11.6642834140078,18.1350171442644,70.5422849431277,35.4577150568723
"6","5dec8925be656d35d4005320",41.1984752390719,9.52921385777304,8.57371530650714,16.8217068092319,9.68833806833253,16.6721184682746,59.4573125732073,30.5426874267927
"7","57d0a0bee3221e00015fe385",44.9591863781166,6.9964009588893,10.947102036091,14.7986744704047,14.0810563092032,18.3075949029216,62.0245706588729,34.9754293411271
"8","5b5a822e1ad8270001c4f28d",51.4104391667643,8.84354118464453,15.2763225282473,18.4054280198833,14.8506310831581,16.009885023477,71.3496152592456,36.6503847407544
"9","55b424e1fdf99b526efcf8d0",21.1061298805121,3.56640964004366,3.27042162189529,15.9301651164195,7.63352929934423,5.69948086231799,33.3914140484945,17.6085859515055
"10","612fa6644526903f736cf925",30.1721168273934,3.57996891083137,3.33789154750984,12.3151239927952,7.95086704241989,20.2460019591989,43.6925157276041,25.3074842723959
"11","5cd08e2ff59e0a0013563602",49.7547766887731,13.2264207534637,13.4066824605615,17.3197564596419,13.4672878485823,12.9776002612384,69.6120180691967,33.3879819308033
"12","5ffb8c5b60571908f3ac19fa",56.9740883559587,18.1675041096668,14.2189715722988,18.212528134667,11.3936501797842,17.5951053346383,77.9913523455255,38.0086476544745
"13","5d88db42c1d06e001a1fdcab",48.3659319213982,10.40254918478,10.3695192723292,17.5061180581937,15.3802145599026,17.312538303925,68.4644182119314,34.5355817880686
"14","56875435369319000c26947d",16.9195282451974,3.56293576593408,3.69056463392278,12.0987389328599,5.41027367520751,3.0322202685865,25.2837111613331,14.7162888386669
"15","5fe112243ce806b5704eca6e",21.4490483072074,2.9044729603113,4.50129082329559,16.5112105667396,9.00328354938156,3.46565652272161,33.3533529679139,18.6466470320861
"16","5e3adfc595ff562fbdd130fa",37.9439549552359,14.8489061683557,7.02568583198807,15.6912537057778,12.1703514214278,5.92442861252565,55.0139192445273,23.9860807554727
"17","5de5538f8fde1c4dbc951498",25.795867419389,3.00829543345604,5.29443522034079,14.967357058016,4.84049994644184,13.2046049914715,38.0326623244803,22.9673376755197
"18","5e6685e1ffed4c405a4db5d0",64.5857866724015,17.0880151581251,17.6907269764063,18.395211550698,16.7999254242926,19.1995792200538,88.0861853710613,42.9138146289387
"19","5dce29700ad506063969a4a5",60.1363723354714,15.63761333491,15.2551158763543,18.0893203197323,13.4642006655802,21.7615912965729,83.0310065568696,40.9689934431304
"20","61648bb6ad1eceeee2c056ee",46.0255114234337,5.96719840770912,12.7659339643774,17.5850972893635,14.0834494677041,16.8758488779786,65.2728240923532,33.7271759076468
"21","58d2cb10f5899100018a05b8",57.4981249005329,16.186868654856,12.9220808910127,16.9865873126255,14.6568955229027,20.3173777840563,79.8873212839869,39.1126787160131
"22","5fc8a956800c80232e0b7a32",59.7975209083283,16.6733190480873,14.97118808835,18.4095460608417,13.5170018534268,20.2161045317784,82.2156913173652,40.7843086826348
"23","574dc90512d86b000f833ab0",29.3238646608101,4.50614772379539,5.22231968551195,14.2181626057002,11.2968729637162,10.7007469166792,42.8235940605611,24.1764059394389
"24","60b91e7f81b40fd08d67baaa",33.2265288363985,11.7238285951841,4.90276638833176,13.9102431116292,13.4274547024296,5.97981587258476,48.1302518104969,22.8697481895031
"25","5e1a7114a90da52e206de7ea",55.8307523611341,17.5912041662849,14.0489369752864,16.1377001449082,6.90110817441146,22.3086118510207,76.790171813435,37.209828186565
"26","6063737f1039adcbf6428ac2",58.5349203966843,18.8939697180024,12.2831573422811,17.7736705995838,14.6364155576946,19.0859780424254,81.7869581220248,38.2130418779752
"27","5c2c62542c45d400014a32e6",15.3278896181065,2.8048645892041,3.24417977543668,3.25519343528733,7.39271303516861,4.87379704350294,21.2663822766204,10.7336177233796
"28","6101ef1676d38820d1002ef5",28.0514926851735,3.44776671726475,5.75399440582962,16.6933646675147,11.7520667976057,7.65298486757672,42.9529706503856,21.0470293496145
"29","5c82acc04fd379001524a6ae",45.268310851939,16.9203495456522,4.59212201798677,15.5760283921566,11.9171838126387,18.1195850295964,65.6112319860303,31.3887680139697
"31","6143af8721d1445864c4f6c8",50.8857915606552,18.8837779173821,6.11387024941618,17.8794825855963,10.0261663230673,22.1164062082088,72.8251411958443,36.1748588041557
"32","5f744fb50bfbbd0a01cd5435",24.124618348861,3.24778561013882,3.79896772683942,15.8019858486079,8.13749907754003,9.2238497475246,37.9184825181967,19.0815174818033
"33","5e2721b01160079464059b5c",63.9444740101807,20.1539829020934,13.8562336877926,17.429534884878,15.7526349297047,21.98852120876,89.4780504432208,39.5219495567792
"34","5f50732850c7c600098593df",61.9795082241087,16.3900545783877,16.5402631699504,18.0876687973829,15.4797836968736,19.5270845296714,86.0772957652769,39.9227042347231
"35","5ec62902bb44c16b842128f9",26.0408963394647,2.50738679085889,5.4964809003036,12.3204664676165,7.22903599548695,12.8775852400804,37.4385588222287,22.5614411777713
"36","5ee933d3280cdb2bb68165b0",35.7961437585082,16.4264317492645,3.68223470314482,5.29385186221706,16.1374351365351,7.46964762347657,48.6872179704611,22.3127820295389
"37","60255901704fd208ecdcf32b",29.4524357922321,4.77501347105082,4.9395129239836,13.8525878957787,12.4521533333186,10.0624610622198,44.1752539921043,21.8247460078957
"38","5dcea7314d51e4107516c80d",35.4147856816661,13.4841857196635,4.26355807407444,13.5196025608778,10.6241743521371,10.8839125591916,51.0645238114278,24.9354761885722
"39","5fb8bb1248d5346360a46654",46.1035160045898,16.2355978108621,5.99820761047374,16.6936910849235,8.48665464469864,20.7331300493198,66.1193152995291,32.8806847004709
"40","616ed044985dca605e572d22",28.1926412629489,4.87152200523106,3.20757825964108,6.61697972982206,7.10768889699924,19.6373731148041,39.0221729939668,21.9778270060332
"41","5c9c3ae2d40ce20014233de6",33.3435037559828,5.20679705214507,5.87050979241372,17.2500756347433,12.433179661351,12.0280614156435,50.0575537203141,25.9424462796859
"42","611d7da2640a2e31818c3e18",57.053111816644,15.6842770304494,15.4269509498678,11.6220598959779,14.0097386902643,19.6635616927425,76.8870992230188,36.1129007769812
"43","60d7558fd3a01169626ae963",31.4628211994737,4.79820710292701,2.98336712635267,7.64217306515902,9.98855230635147,21.5284302851011,44.0513156438425,24.9486843561575
"44","603b2f67a0efdd74faf90ec5",68.5913370588348,19.7480954509157,17.3964108938612,18.3567111757625,16.5374423664002,22.4434142268313,93.6525592470444,45.3474407529556
"45","615880a66bc32302998866d9",48.2614565156537,15.4987156512131,12.0148460307133,14.2198261037486,9.12898989846707,15.9252596485685,67.0067231776705,30.9932768223295
"46","6051536b3e81428095504b35",33.6269840263557,9.67457567527969,5.43293435080731,15.3911124287462,10.7374358667483,10.1407926041436,49.2372931586255,24.7627068413745
"47","578673a9275be6000135880e",26.7261537822084,5.73567195348275,6.52569200414633,15.5041140057204,3.93171303780791,9.83349283502186,39.9114271456939,20.0885728543061
"48","5d3522b6eac3d50017df02cb",40.435156600928,10.3089499915298,9.47020344761484,15.6325789315817,11.3402684255857,12.1766300631452,58.4442447279864,26.5557552720136
"49","5fb69cacddba6408f81a9564",51.715167708253,12.6253320656971,11.8276337092653,17.7895390399338,13.7304142399807,18.5698724705498,72.7889501761888,36.2110498238112
"50","5e4465013f75e52fc82f7096",35.9593465384112,11.2001764697495,6.66282745718527,16.7555388655517,10.2813269983992,9.45133390809886,52.0411008566309,25.9588991433691
"51","5b32599cc8e94a00018f22a5",36.3704121874579,12.8465356647092,5.57144822161735,13.8298143075275,10.237947106951,11.2244882540757,52.524721394243,24.475278605757
"52","5cf5134c8f8ff80019e76721",32.5151330329776,3.16951176041826,10.7517878135247,13.0761748941014,13.0687376333214,7.14692147186247,45.5589501097582,24.4410498902418
"54","5a348ea750833c0001ee9550",53.5489558815184,9.6127914310722,16.1046286733605,17.6133319731626,16.6055790124052,15.5509798376799,74.1081374466913,35.8918625533087
"55","5b7cbe9db630cf000125dffe",22.1097878386456,2.45611510520312,5.31166949865772,17.2989131558944,2.48704886642257,9.62305051899521,34.3812624658936,19.6187375341064
"56","5da7c6ecd11d560015a3d1da",47.2340584233169,14.0988195646837,14.0318855566504,7.86278656693755,8.88063461676969,16.4212656914222,62.2864508654181,27.7135491345818
"57","601c696f0370f35c7883cf99",40.8693134102708,5.81222116554289,13.1891739032462,18.1679698643379,16.7310756730821,6.05762781974998,56.9567396621058,31.0432603378942
"58","60d13c261171b69977e81f9b",35.680266850647,13.2000357678981,5.22290483092999,17.0516688761662,10.7622763261391,8.21064240116961,52.1947814503405,24.8052185496595
"59","607331e66524baf7ddfaae21",53.1332560377975,17.4515015227123,13.0240904875179,16.8614984044139,7.58733631158574,19.1518156709581,74.5344500317099,33.4655499682901
"60","61539b3fa541b182c0fadde1",38.7270512679703,16.6064907403675,7.14233400108128,17.3844088266383,8.03362983764184,7.8489968276991,55.5943432399441,26.4056567600559
"61","5d79156e0c89aa0001026dc8",31.7166393865839,7.97690642421009,5.98109275198648,16.4745836575371,10.7559722651839,8.05561799549171,47.2108667777104,22.7891332222896
"62","60fcd0f990314dce9c243fef",63.986521500866,17.1854325378982,17.2794290842501,18.3098207875016,15.0545836555042,20.5885980324206,87.3952774218568,42.6047225781432
"63","61041a3b4159985f5294a436",49.823092519555,8.85087185064003,14.2232835021277,17.3634702358229,16.2405775041745,14.5292324883411,70.6769174417069,34.3230825582931
"64","5b7aefd06c1ccb000178b710",44.0435129076121,9.76938491627588,12.5112140965489,13.9282880856962,12.9865197794149,12.5586336024702,61.3987829371749,28.6012170628251
"65","60fbed5d2532f7768e7b5a29",28.8646810503139,4.83360425850565,8.06323235468124,11.296367439187,4.54202317432955,13.1559292629532,41.5454111379595,20.4545888620404
"66","56a93cf24020250005d62f2b",49.0712571964524,15.7750693429998,6.7404633953274,14.8911754655074,13.4361377725486,20.5569531228418,69.868994301148,33.131005698852
"67","5e69873c938d32244e113c95",34.1578800769978,6.0623784324364,4.36359736297479,14.6088311474621,10.8448291224249,17.379356873555,50.8149687599345,26.1850312400655
"68","5c40bb8880392f00015e8910",62.1277162724443,16.8712702257129,16.6586504072141,17.9814448960196,13.7131779641118,20.7208821673984,86.087724579635,39.912275420365
"69","5dd42e7f35cf744223c60d1b",37.8336809754187,6.55884225173085,8.82714397332897,14.1902276908165,13.4267928627694,12.7798640437085,53.5774086581754,29.4225913418246
"70","6107a25136150db75b9219ab",38.0113567339856,14.7359301628083,3.5217874915204,12.4394068245249,13.4284094698905,12.0905295432719,54.8575198563601,25.1424801436399
"72","5dee72917309b950e5262f3a",63.7601610384568,15.9591150900063,17.0829644996467,18.0070331693506,16.9084417533998,20.4518618236233,87.3201154687282,42.6798845312718
"73","6010b744db280e455a5250bd",65.9441467104868,19.6693572110344,16.6640656922474,18.2350245035749,13.9402480250314,22.4259592409362,90.0802771148359,43.9197228851641
"74","61644b17ec9f97f7485d5624",47.5054455605076,10.0765448778315,15.8681223776028,17.5996955708138,11.0685791433361,11.937377181752,65.4028418654809,32.5971581345191
"75","5f9057735c69b00e72665f84",59.8778824994044,15.4615725434502,14.8606940204383,17.9459205623223,14.8965996312817,20.911096089371,83.5904590653032,39.4095409346968
"76","611ff6cc935b6de3fff0b896",40.8943970739028,12.8651349446531,7.2376153605043,17.2821516582179,13.9340776618207,9.84070241984274,59.731168971278,28.268831028722
"77","5c223d4a4a7e1f000137e5b9",46.9690692308953,14.8519861333276,9.07538141772919,15.4777525671238,13.0568234431168,15.0491321546944,66.6437810838752,31.3562189161248
"78","59dc458f77860e000151240e",46.1488451633741,11.967185357949,11.2703764261714,16.9723590171298,14.174716086248,12.1608461886101,66.0036800111441,29.9963199888559
"79","55ea70c37480920010aa9982",34.1205587754063,6.00842086479977,7.27916223729733,16.9705300785415,11.2182563135147,11.2569171268524,49.7870965400856,27.2129034599144
"80","614e35b2138b395a5410d87a",59.3975152179132,14.1235203485374,15.145356941735,17.9962204862189,16.1223936065537,20.2182645192338,82.4831690811624,40.5168309188376
"81","5e4e844553bc702cdf68404d",38.2132999784434,10.0173823897169,10.7037248345076,11.1295379795717,6.71447241735802,14.103325708179,52.5089957575613,26.4910042424387
"82","5e7f4d2ad29f7560f032abb9",60.0258566719794,18.3728581164403,14.8751604404012,17.4501611454585,14.2747858027662,18.3300566213662,82.8012221363093,40.1987778636907
"83","561bbdf9811d22000df3138a",56.3810007804855,13.5837084776235,15.3527563548731,18.0244466060613,15.1379417959148,17.1214966672532,77.8425058891912,38.1574941108088
"84","60a7d7b70d3cf8f48a8a490d",31.8811930919381,10.3459522365465,2.86315802188565,15.0668237305532,8.32323490428498,13.3168476524631,48.693775728139,22.306224271861
"85","5ec00f62cf12be40ea6fe344",19.1587511358022,3.3242321083044,5.54301383939139,17.0427437803576,2.43766193243984,4.06817060860467,30.9304867507118,15.0695132492882
"86","6101667971d68405d105698a",60.5828895793129,18.1215527714304,14.2353480606057,16.1697359302333,15.0497766226987,20.3499144889339,83.8040193567772,38.1959806432228
"87","5685850c333cbd000d4e042f",31.9915475243154,9.54960312186221,6.16346170624619,11.8728731827491,5.93931294439248,13.1779607722418,45.9552175990732,22.0447824009268
"88","5fb7dd473afbb1033b491811",48.0118827291711,7.15521839293099,13.358467227122,17.8897348807546,14.9194649132266,16.3869887584386,66.9064496842927,36.0935503157073
"89","5cb4c5bad44c410017960aa0",53.6921920529173,19.4415365822969,7.76162218482359,14.0175651582033,14.9263534215765,20.0910065485428,75.6319077982769,34.3680922017231
"90","5f2a12f5837dd81e5881b7cc",32.102982526422,9.05312094029876,7.04997056483127,14.491898275634,7.80758166454036,9.44148564868248,47.0256338050468,22.9743661949532
"91","6101c2aaf8555a745cfb472b",59.7531552910048,20.3804273503136,11.9223796174825,16.9631690639019,16.900287070053,17.7868304040972,83.9609065668304,37.0390934331695
"92","614f58258eaf7063aa888d90",26.0179027613097,5.47179538614419,4.00884696781042,16.483875217749,9.35778337437601,7.35204941011821,40.5328938040586,20.4671061959414
"93","5a00a8160fff620001a6b776",30.1543771443539,9.95701773417061,4.05392502175,14.9884106988085,7.04439261936355,10.6952372197349,46.1722828817189,20.8277171182811
"94","615f54a5141128cf81b7e857",19.8077753111694,3.46758213394758,4.17493216085167,4.20184472121624,5.89203853456457,10.0691466296939,26.0486729222666,15.9513270777334
